gene	coef	HR	p
LOC729467	0.2660562416612649	1.3048084412176975	1.1712130357239244e-05
LEF1	-0.1984767250968951	0.8199788554467152	1.4404520397192237e-05
HNRNPC	-0.804085962832971	0.44749676836099833	1.5064070265258815e-05
SIAH2	-0.26366213337655703	0.7682330561219507	1.9431414034769808e-05
EPHA5	0.2515462890522378	1.2860124269825801	2.0342229225411712e-05
ACSL1	0.1773310894186688	1.1940263571821297	4.0726058434432785e-05
PSME2	-0.32107438612984224	0.7253692915689436	6.464070678870382e-05
GADL1	0.34110885147805886	1.4065063328231018	6.613205556241067e-05
STBD1	0.25448236979070077	1.289793811807969	9.18153513596368e-05
EDA2R	0.1928577391221353	1.212710260020841	0.00010213385221968312
ODF3L2	0.2631234614033423	1.3009873307584268	0.00010438776804007373
ZNF672	-0.4434413674707897	0.6418238643875522	0.00010941383330676455
RCC2	-0.4094404484211726	0.6640217005947259	0.00011013572229701056
AQP7P3	0.15154719264685637	1.1636332154453122	0.00011923497809035937
CLEC4M	0.171465733067884	1.1870434656974955	0.00014602661775895567
C19orf69	0.3163070757871641	1.3720515147424144	0.00015470602868650663
AQPEP	0.10475658075683844	1.1104402749233189	0.00016020141090588273
CXCR7	0.1893137747044478	1.2084200646505217	0.00017182190671140765
GRIA3	0.13679803780774563	1.1465965559806397	0.00017799062976155838
TNFRSF18	-0.12682762696930666	0.8808855004146707	0.00021061937530610165
LYVE1	0.10081385902351259	1.1060707375132641	0.0002152139274017058
PTMA	-0.4119063249390356	0.6623863222251037	0.00023142240750626518
MYD88	-0.4725818329063819	0.6233906981574837	0.00023984688981596762
TMEM22	0.20025806733113224	1.2217180029856516	0.0002523773202980616
ANO6	0.30506681337087	1.3567156467237538	0.00026377953170825084
ADH4	0.1282147124511077	1.1367970609783216	0.0002682919269479383
EMP1	0.20117143566999854	1.2228343912878548	0.0002779083755669846
OSTM1	0.39489242240087225	1.484224513022508	0.0002959405242629027
CLEC4G	0.13031064784715754	1.1391822128655307	0.00029793324214307665
GPAM	0.13607995780188759	1.145773503463149	0.00030178219274682323
C9orf5	0.348778718230767	1.4173355251264723	0.00030501249244499934
CYP3A7	0.2665402998376163	1.3054401973032548	0.0003066231050399542
PKD1L2	0.12548478398263196	1.1336979184620675	0.00031558335011058275
LEPR	0.1393705427556698	1.1495499785124523	0.00033526057143372915
NFKBIE	-0.2675327518044857	0.7652652663939938	0.0003420894483507378
APOB	0.08673843828640651	1.0906113802267157	0.0003603614439417757
LOC148145	0.3617187712172374	1.435795098268996	0.0003637168824914373
KLF10	0.27887149062825684	1.321637490152344	0.00036566673140469934
STX7	0.42229594910999907	1.5254599163900928	0.00036760839603617885
GYS2	0.13345257233423904	1.142767066075376	0.000380109121783861
LOC55908	0.11423883822649229	1.121019835302466	0.0003813515049823059
PIK3R2	-0.3361020746407642	0.7145501646420348	0.0003830240498772429
CST1	-0.06155238060666546	0.940303690771665	0.0003870354886337337
SLC36A2	0.21355524102067355	1.23807188873389	0.00039157964460554995
TAPBP	-0.3474074124345699	0.7065174256297346	0.0003997377591039784
PROKR1	0.1616971457977086	1.175504181025508	0.0004017159849429807
DDX3X	0.5046995194466353	1.6564877033306744	0.0004035981124112119
SLC16A2	0.20183221214680827	1.2236426785078325	0.0004131439607291068
PSENEN	-0.32878212695532266	0.7197998246437015	0.0004157808013107998
GABARAPL2	0.45870263640344233	1.5820201976146564	0.0004221282637266828
CYP3A4	0.22204758537065813	1.248630793009727	0.0004266140448926273
DEF6	-0.25127277525899994	0.7778101752473152	0.00042870842003603224
MMGT1	0.378560798272516	1.460181580616996	0.00043015447586283094
CASP12	0.20054533294104226	1.2220690109667645	0.000434050468324896
C12orf39	0.09893955330112315	1.1039995644127123	0.00043509862942740725
C6orf138	0.17435966536560943	1.190483664572071	0.0004379661331069452
LILRB5	0.12195873033497925	1.1297074781690595	0.00045465989138725725
UGP2	0.3189990167547763	1.375749972205785	0.00046665172100778234
EPB42	0.12395135528620833	1.1319608057504502	0.0004711372141272647
PAFAH1B1	0.47143164630942674	1.6022864594649198	0.00047752778090544214
HNRNPL	-0.7254447935323697	0.48410919242211875	0.00048201654175928716
TUBA3D	-0.08479216241062046	0.9187032056200785	0.0005027537939565129
NAALAD2	0.14466710789530166	1.1556547978697607	0.0005069904079290389
SBK1	-0.14651306954788604	0.8637144439037107	0.0005072976572755497
SLC22A12	0.16739252797844592	1.1822182279743494	0.0005220822927168103
SUSD3	-0.09878780705468031	0.9059349206288241	0.0005251475500097713
PELO	0.5332816099536837	1.7045166996782837	0.0005284582803510885
PNKD	-0.27824857213745163	0.7571086020187567	0.0005594605043229233
PCNAP1	1.6759060413029478	5.34363450998559	0.0005797175512708524
ELMOD3	0.29237366960383354	1.3396034932338226	0.0005825207580229886
MMD	0.17053679000370808	1.1859412819154098	0.0005825756328799366
CDH10	0.16477707000785013	1.1791302259171277	0.0005882609038751038
MORN3	-0.15184317713055895	0.8591230003114042	0.0006012227866961208
GOLGA9P	0.2689072019994561	1.3085337061005233	0.0006163808836461493
FAM128A	-0.1807671196765027	0.8346297049008854	0.0006242780451346509
KLF11	0.27549185887527816	1.3171783814416866	0.0006364927677277899
HNRNPU	-0.6486180718752113	0.5227677052140756	0.0006521320938536005
LIMK1	-0.3121887413759791	0.7318433860644646	0.0006529642601087788
GLP2R	0.16735547516023647	1.1821744242687946	0.0006715976561114297
STXBP1	0.22492022112717355	1.252222811282355	0.0006769686363107368
RHOXF1	0.1746273533911529	1.1908023854506604	0.0006809646931876368
TRDN	0.1005696339351754	1.1058006402732914	0.0006833257843430669
CPT1A	0.24316394250712037	1.275277679201487	0.0007075473722368108
FAM13A	0.17920832563232691	1.1962699319008832	0.0007177070236442301
SSX2IP	-0.2662490762837618	0.7662482494639944	0.0007239784831180286
NCRNA00182	0.25330784459225664	1.2882798057683742	0.0007302229193907599
CLEC4GP1	0.1577636432523292	1.1708894143856432	0.0007404315151028426
OTUD3	0.29815264716187284	1.3473674439990695	0.0007517141428198998
LHCGR	0.12828199095911869	1.1368735455613508	0.000765464333408347
PAQR4	-0.16057691489987216	0.8516523163001066	0.000768931500920266
C4orf12	0.1893442194249978	1.2084568552217334	0.0007766101715916512
ZNF25	0.3355596321619022	1.3987229365724876	0.0008048093461174092
FBXO46	-0.3344142817784751	0.7157571956322765	0.0008071571026825872
STXBP5	0.27559117983476794	1.3173092113593197	0.0008103382655543263
CHD9	0.24955827781705212	1.2834583594278273	0.000811403204066748
GPX3	0.11329443285659106	1.1199616379125399	0.0008194237372543093
C17orf91	0.21594107600797147	1.2410292504485192	0.0008527495523094825
RELB	-0.22317127712751667	0.7999778196568399	0.0008564078302641841
PAFAH1B3	-0.17617381209127939	0.838472234058466	0.0008576282530919269
PYGM	0.11646569520788007	1.123518967721477	0.0008833401911430702
SAMD1	-0.2988833122633598	0.7416459453728249	0.0008873294217565458
GLDN	0.11497618375976162	1.1218467190828003	0.0008910900187995425
FBXO6	-0.2534369348345293	0.7761286900660195	0.0008983545194202117
GJB2	-0.0972223867751353	0.9073542001201399	0.0009095687846694329
NUP210	-0.18234919182099557	0.8333103044623358	0.0009107390352134269
CAMK4	-0.16355464788417293	0.8491200951170516	0.0009156027779193773
PGA5	0.18370547783967217	1.2016618549276286	0.0009274537730788557
OR10V1	0.5624063114003317	1.7548902360494494	0.0009275489218094774
PSMB8	-0.20996790251723288	0.8106102641016094	0.0009433269241448331
VIP	0.18680398146388866	1.2053909829149694	0.0009546040821554573
SUCLA2	0.36127120760610126	1.435152632412857	0.0009673721603157331
SNTN	-0.12379583589976674	0.883560213745334	0.0009746293861106208
HSPB7	0.09131756259296771	1.0956168769563681	0.0010159226313115777
CISH	-0.17311569058342516	0.8410403087720276	0.0010193830301774664
PYGO2	-0.39044238980739515	0.6767574176810656	0.0010251805617176246
ABCB5	0.09347145107967335	1.0979792567715245	0.0010366626690462217
CTXN1	-0.13814026352044345	0.8709765169451745	0.001056467868538122
NUDT16L1	-0.25576080536425305	0.7743271615461638	0.0010567054187258823
CEL	0.10992991985375827	1.1161998442695305	0.001061361448922537
MTRF1L	0.4404624378936525	1.5534254152148101	0.0010760916977041388
C2orf84	0.16372526714254051	1.1778906653678796	0.0010793793907987455
BCHE	0.09109189743014912	1.095369662290361	0.0010799367358150086
ARMC3	-0.09396632547698529	0.9103134160947179	0.0010819593421787265
TOR3A	-0.3529009534649052	0.702646784660213	0.0010867329693463616
CXCL13	-0.06615554490800568	0.9359852652263415	0.001106057741332075
ABCA1	0.2091733464861376	1.2326586570580504	0.0011149799025608207
PRRT4	0.09726181692300621	1.1021488970821287	0.0011161010778472054
MAP1LC3B2	0.3977101783167326	1.4884125931472911	0.0011294933421772564
LOC100128977	-0.09375837733167264	0.910502733764695	0.001132627807611751
CCDC3	0.14006445707472698	1.1503479445310176	0.0011344941336582585
RAC2	-0.18155239983445012	0.833974544030477	0.0011348139289200435
CPEB1	0.13007867438829895	1.1389179834756298	0.0011363805428262533
NFKB2	-0.2701685227834265	0.7632508583390094	0.001168056582614128
LRRC45	-0.19212237915405883	0.8252058743151944	0.0011691625657730762
CCDC28B	-0.18489423845404615	0.831192187374359	0.0011771234884560154
GEMIN6	-0.3534657495676439	0.7022500445438172	0.0011890748093587
LOC732275	1.7019550866817652	5.484659901900174	0.0012042124625736522
PDE2A	0.12194726759489842	1.1296945287000881	0.0012043505078442407
NEK2	-0.09862230756460265	0.9060848648037316	0.001219002242765577
KLB	0.09827268541561794	1.1032635879843908	0.001225671003250834
TRHDE	0.09787493579555435	1.1028248525706463	0.001230009399317649
CRHBP	0.11646023840518457	1.1235128369168728	0.0012392690336155403
OPN4	0.21736102301592522	1.2427926979241641	0.0012563424124563195
FAM128B	-0.17733749639163285	0.8374970845765237	0.0012714432729443218
XG	0.13531949862678555	1.1449025207052406	0.0012762329493699299
DAXX	-0.43290170339711925	0.6486242462314536	0.001279684351357256
RAB13	-0.31022654261862087	0.7332808180496058	0.0012806821020406919
SERPIND1	0.160840366867217	1.1744974651385645	0.0012858957203649138
HSD17B13	0.09163391475045654	1.0959635325489057	0.0012907810546177703
MEG8	0.616241511967259	1.8519543964380176	0.001297084580071615
PDP2	0.2297388830374799	1.2582714110210989	0.0013077731700006099
